1622295635855407530,0x0000000000000c53,0x0000000000000000
1622295635856406665,0x0000000000000c54,0x0000000000000000
1622295635857400472,0x0000000000000c55,0x0000000000000000
1622295635859189330,0x0000000000000c56,0x0000000000000000
1622295635860692861,0x0000000000000c57,0x0000000000000000
1622295635862156135,0x0000000000000c58,0x0000000000000000
1622295635862708960,0x0000000000000c59,0x0000000000000000
1622295635863700670,0x0000000000000c5a,0x0000000000000000
1622295635864692668,0x0000000000000c5b,0x0000000000000000
1622295635865684666,0x0000000000000c5c,0x0000000000000000
1622295635867386593,0x0000000000000c5d,0x0000000000000000
1622295635868404736,0x0000000000000c5e,0x0000000000000000
1622295635869407138,0x0000000000000c5f,0x0000000000000000
1622295635870390550,0x0000000000000c60,0x0000000000000000
1622295635871405516,0x0000000000000c61,0x0000000000000000
1622295635872405461,0x0000000000000c62,0x0000000000000000
1622295635874707940,0x0000000000000c63,0x0000000000000000
1622295635875408356,0x0000000000000c64,0x0000000000000000
1622295635876404332,0x0000000000000c65,0x0000000000000000
1622295635877407013,0x0000000000000c66,0x0000000000000000
1622295635878386789,0x0000000000000c67,0x0000000000000000
1622295635879407542,0x0000000000000c68,0x0000000000000000
1622295635880407415,0x0000000000000c69,0x0000000000000000
1622295635882384571,0x0000000000000c6a,0x0000000000000000
1622295635883388674,0x0000000000000c6b,0x0000000000000000
1622295635884408356,0x0000000000000c6c,0x0000000000000000
1622295635885402325,0x0000000000000c6d,0x0000000000000000
1622295635886394917,0x0000000000000c6e,0x0000000000000000
1622295635887406148,0x0000000000000c6f,0x0000000000000000
1622295635889402951,0x0000000000000c70,0x0000000000000000
1622295635890706403,0x0000000000000c71,0x0000000000000000
1622295635891403705,0x0000000000000c72,0x0000000000000000
1622295635892406206,0x0000000000000c73,0x0000000000000000
1622295635893404081,0x0000000000000c74,0x0000000000000000
1622295635894705850,0x0000000000000c75,0x0000000000000000
1622295635896407021,0x0000000000000c76,0x0000000000000000
1622295635897406741,0x0000000000000c77,0x0000000000000000
1622295635898387516,0x0000000000000c78,0x0000000000000000
1622295635899402959,0x0000000000000c79,0x0000000000000000
1622295635900405424,0x0000000000000c7a,0x0000000000000000
1622295635901403218,0x0000000000000c7b,0x0000000000000000
1622295635902386837,0x0000000000000c7c,0x0000000000000000
1622295635904401658,0x0000000000000c7d,0x0000000000000000
1622295635905397580,0x0000000000000c7e,0x0000000000000000
1622295635906388732,0x0000000000000c7f,0x0000000000000000
1622295635908156143,0x0000000000000c80,0x0000000000000000
1622295635909572572,0x0000000000000c81,0x0000000000000000
1622295635910097227,0x0000000000000c82,0x0000000000000000
1622295635911403334,0x0000000000000c83,0x0000000000000000
1622295635912395296,0x0000000000000c84,0x0000000000000000
1622295635913399210,0x0000000000000c85,0x0000000000000000
1622295635914705236,0x0000000000000c86,0x0000000000000000
1622295635915403051,0x0000000000000c87,0x0000000000000000
1622295635916403122,0x0000000000000c88,0x0000000000000000
1622295635918382663,0x0000000000000c89,0x0000000000000000
1622295635919401706,0x0000000000000c8a,0x0000000000000000
1622295635920399878,0x0000000000000c8b,0x0000000000000000
1622295635921400714,0x0000000000000c8c,0x0000000000000000
1622295635922381327,0x0000000000000c8d,0x0000000000000000
1622295635923400379,0x0000000000000c8e,0x0000000000000000
1622295635924378292,0x0000000000000c8f,0x0000000000000000
1622295635926388658,0x0000000000000c90,0x0000000000000000
1622295635927399628,0x0000000000000c91,0x0000000000000000
1622295635928398403,0x0000000000000c92,0x0000000000000000
1622295635929399725,0x0000000000000c93,0x0000000000000000
1622295635930381418,0x0000000000000c94,0x0000000000000000
1622295635931398832,0x0000000000000c95,0x0000000000000000
1622295635933400774,0x0000000000000c96,0x0000000000000000
1622295635934670890,0x0000000000000c97,0x0000000000000000
1622295635935400340,0x0000000000000c98,0x0000000000000000
1622295635936399259,0x0000000000000c99,0x0000000000000000
1622295635937397179,0x0000000000000c9a,0x0000000000000000
1622295635938378746,0x0000000000000c9b,0x0000000000000000
1622295635940399552,0x0000000000000c9c,0x0000000000000000
1622295635941399011,0x0000000000000c9d,0x0000000000000000
1622295635943024150,0x0000000000000c9e,0x0000000000000000
1622295635943693633,0x0000000000000c9f,0x0000000000000000
1622295635944695315,0x0000000000000ca0,0x0000000000000000
1622295635945398908,0x0000000000000ca1,0x0000000000000000
1622295635947086066,0x0000000000000ca2,0x0000000000000000
1622295635948686014,0x0000000000000ca3,0x0000000000000000
1622295635950754583,0x0000000000000ca4,0x0000000000000000
1622295635951253273,0x0000000000000ca5,0x0000000000000000
1622295635951693967,0x0000000000000ca6,0x0000000000000000
1622295635952686163,0x0000000000000ca7,0x0000000000000000
1622295635953397334,0x0000000000000ca8,0x0000000000000000
1622295635955693081,0x0000000000000ca9,0x0000000000000000
1622295635956395603,0x0000000000000caa,0x0000000000000000
1622295635958061296,0x0000000000000cab,0x0000000000000000
1622295635958669021,0x0000000000000cac,0x0000000000000000
1622295635959692870,0x0000000000000cad,0x0000000000000000
1622295635960395563,0x0000000000000cae,0x0000000000000000
1622295635962389810,0x0000000000000caf,0x0000000000000000
1622295635964528624,0x0000000000000cb0,0x0000000000000000
1622295635965421037,0x0000000000000cb1,0x0000000000000000
1622295635965773855,0x0000000000000cb2,0x0000000000000000
1622295635966385540,0x0000000000000cb3,0x0000000000000000
1622295635967395970,0x0000000000000cb4,0x0000000000000000
1622295635969398155,0x0000000000000cb5,0x0000000000000000
1622295635970377778,0x0000000000000cb6,0x0000000000000000
1622295635971388397,0x0000000000000cb7,0x0000000000000000
1622295635972397999,0x0000000000000cb8,0x0000000000000000
1622295635973395685,0x0000000000000cb9,0x0000000000000000
1622295635974699155,0x0000000000000cba,0x0000000000000000
1622295635975393721,0x0000000000000cbb,0x0000000000000000
1622295635977394250,0x0000000000000cbc,0x0000000000000000
1622295635979082713,0x0000000000000cbd,0x0000000000000000
1622295635980107687,0x0000000000000cbe,0x0000000000000000
1622295635980395795,0x0000000000000cbf,0x0000000000000000
1622295635981396082,0x0000000000000cc0,0x0000000000000000
1622295635982383229,0x0000000000000cc1,0x0000000000000000
1622295635984394333,0x0000000000000cc2,0x0000000000000000
1622295635985395358,0x0000000000000cc3,0x0000000000000000
1622295635986698621,0x0000000000000cc4,0x0000000000000000
1622295635987384736,0x0000000000000cc5,0x0000000000000000
1622295635988394554,0x0000000000000cc6,0x0000000000000000
1622295635989394976,0x0000000000000cc7,0x0000000000000000
1622295635991377658,0x0000000000000cc8,0x0000000000000000
1622295635992392453,0x0000000000000cc9,0x0000000000000000
1622295635993386602,0x0000000000000cca,0x0000000000000000
1622295635994373821,0x0000000000000ccb,0x0000000000000000
1622295635995372191,0x0000000000000ccc,0x0000000000000000
1622295635996389695,0x0000000000000ccd,0x0000000000000000
1622295635997391476,0x0000000000000cce,0x0000000000000000
1622295635999376318,0x0000000000000ccf,0x0000000000000000
1622295636000393237,0x0000000000000cd0,0x0000000000000000
1622295636001392444,0x0000000000000cd1,0x0000000000000000
1622295636002381967,0x0000000000000cd2,0x0000000000000000
1622295636003386016,0x0000000000000cd3,0x0000000000000000
1622295636004391649,0x0000000000000cd4,0x0000000000000000
1622295636006373512,0x0000000000000cd5,0x0000000000000000
1622295636007392582,0x0000000000000cd6,0x0000000000000000
